step,epsilon,lambda_cost,lr,buffer_size,loss_mean,td_abs_mean,grad_norm_mean,q_pred_mean,q_target_mean,ep_ret_ma,ep_consistency_ma,ep_teacher_iou_ma,ep_comp_ma,ep_full_frac_ma,episodes_done
49000,0.232349,0.250000,0.00001772,49000,2.28863955,2.74402855,2.78191385,74.95031738,73.95682526,151.93509421,0.95242433,0.84911297,44.15000000,0.18680556,261
50000,0.216682,0.250000,0.00001641,50000,2.24765336,2.70274619,2.77848866,74.72747040,75.22875977,158.96688833,0.95231184,0.85353757,46.96250000,0.19800000,266
51000,0.201016,0.250000,0.00001515,51000,2.25450116,2.70911458,2.77920465,74.48204041,74.35437775,160.68366975,0.95327399,0.86219960,47.02500000,0.19925000,271
52000,0.185349,0.250000,0.00001392,52000,2.24638182,2.70106981,2.77787256,75.06480408,74.99724579,162.36313049,0.95633759,0.86783128,44.81250000,0.19050000,276
53000,0.169682,0.250000,0.00001274,53000,2.23082480,2.68579645,2.69412279,74.41464996,74.26712036,159.40566984,0.96108329,0.88387210,44.47500000,0.19116667,282
54000,0.154016,0.250000,0.00001160,54000,2.25783222,2.71223415,2.75742218,74.62419891,73.95026398,153.75843021,0.96104931,0.87512656,41.17500000,0.18285726,287
55000,0.138349,0.250000,0.00001051,55000,2.24118803,2.69578375,2.73422979,74.47893524,74.43343353,145.65741189,0.96096785,0.85778638,38.61250000,0.17773463,293
56000,0.122682,0.250000,0.00000947,56000,2.25976112,2.71457985,2.77717131,74.42597961,74.80047607,150.36544348,0.95737697,0.85317029,41.08750000,0.18506797,298
57000,0.107016,0.250000,0.00000848,57000,2.25721229,2.71223557,2.77027090,74.72965240,73.86450958,149.47200596,0.95465102,0.84585935,38.81250000,0.17981797,303
58000,0.091349,0.250000,0.00000755,58000,2.25286022,2.70747970,2.74295890,74.46215820,74.00571442,153.39605326,0.95062813,0.84320768,39.88750000,0.18137737,308
59000,0.075682,0.250000,0.00000667,59000,2.24355463,2.69821672,2.75065642,74.31011963,74.21698761,152.84883946,0.95386572,0.86205078,37.97500000,0.17509007,314
60000,0.060016,0.250000,0.00000586,60000,2.25622827,2.71093905,2.69719263,74.21616364,74.61240387,151.14492975,0.95074061,0.85365623,38.07500000,0.17584007,319
61000,0.060000,0.250000,0.00000510,61000,2.24957843,2.70430546,2.77632801,74.25200653,73.02680206,152.70068635,0.95520816,0.86098188,37.71250000,0.17184007,324
62000,0.060000,0.250000,0.00000440,62000,2.23160724,2.68663612,2.75645872,74.43839264,74.74179840,150.31761892,0.96150509,0.88808217,37.72500000,0.17563553,330
63000,0.060000,0.250000,0.00000376,63000,2.24820978,2.70287468,2.75172578,74.54056549,73.95024872,149.98368257,0.95801346,0.88015279,39.18750000,0.18272287,336
64000,0.060000,0.250000,0.00000319,64000,2.22807602,2.68256127,2.76643056,73.99002838,74.37197113,150.82012061,0.95937561,0.88460060,39.40000000,0.18797287,341
65000,0.060000,0.250000,0.00000268,65000,2.21966571,2.67419907,2.74868791,74.29239655,74.13869476,141.46820558,0.95949354,0.88113790,36.23750000,0.17701833,347
66000,0.060000,0.250000,0.00000224,66000,2.21153154,2.66562212,2.75303189,74.22935486,72.47951508,145.64920233,0.95668388,0.86218351,35.55000000,0.17047287,352
67000,0.060000,0.250000,0.00000186,67000,2.23847202,2.69278640,2.73642653,74.54131317,74.31917572,145.15702948,0.95643808,0.86256312,36.40000000,0.17385686,358
68000,0.060000,0.250000,0.00000155,68000,2.23780419,2.69230594,2.73227182,73.98229218,74.14713287,141.31283002,0.96007662,0.87502962,35.15000000,0.16866855,364
69000,0.060000,0.250000,0.00000131,69000,2.22442790,2.67849078,2.72024733,73.89498138,73.97824860,140.21509853,0.96102765,0.86979096,35.35000000,0.16866855,369
70000,0.060000,0.250000,0.00000114,70000,2.23078472,2.68525231,2.78187093,73.93062592,73.02415466,142.16881753,0.96211991,0.88366893,38.63750000,0.18066855,374
71000,0.060000,0.250000,0.00000103,71000,2.22383726,2.67807951,2.74861931,73.66764832,73.97888947,150.87698399,0.95904951,0.86093440,39.85000000,0.17526376,379
72000,0.060000,0.250000,0.00000100,72000,2.20485763,2.65910592,2.72292075,73.47064972,72.40365601,158.84084408,0.95650013,0.85578495,42.27500000,0.18701376,384
