step,epsilon,lambda_cost,lr,buffer_size,loss_mean,td_abs_mean,grad_norm_mean,q_pred_mean,q_target_mean,ep_ret_ma,ep_consistency_ma,ep_teacher_iou_ma,ep_comp_ma,ep_full_frac_ma,episodes_done
50000,0.216682,0.250000,0.00001641,50000,2.04960447,2.50005308,2.77663824,76.22411346,76.48146820,159.31056002,0.95300349,0.86736530,56.65000000,0.23950000,266
51000,0.201016,0.250000,0.00001515,51000,2.05765369,2.50812695,2.77711006,75.90845490,76.07260132,159.19240639,0.95516956,0.86438391,54.73750000,0.22775000,271
52000,0.185349,0.250000,0.00001392,52000,2.05816360,2.50868028,2.78522787,76.01504517,75.81111145,161.39765604,0.95881862,0.87047266,50.78750000,0.20800000,276
53000,0.169682,0.250000,0.00001274,53000,2.03381382,2.48475717,2.76204198,75.71431732,76.06888580,158.02416327,0.96276127,0.87963644,46.61250000,0.19291667,282
54000,0.154016,0.250000,0.00001160,54000,2.05281751,2.50350426,2.75215203,75.71593475,75.90514374,155.58871106,0.96217815,0.89114668,45.76250000,0.19511716,287
55000,0.138349,0.250000,0.00001051,55000,2.05942223,2.50953244,2.77190232,75.90203094,75.20384979,150.14908742,0.96157297,0.89104605,45.27500000,0.19973460,293
56000,0.122682,0.250000,0.00000947,56000,2.04664158,2.49701850,2.72961432,75.73409271,74.80082703,155.00782985,0.95790384,0.88765227,48.12500000,0.21181793,298
57000,0.107016,0.250000,0.00000848,57000,2.03813276,2.48818708,2.74648432,75.78061676,75.09606171,153.75906261,0.95665714,0.88051781,47.41250000,0.21006793,303
58000,0.091349,0.250000,0.00000755,58000,2.03528418,2.48528480,2.76931584,75.68136597,76.03791046,157.35251072,0.95235898,0.87876630,51.43750000,0.22861743,308
59000,0.075682,0.250000,0.00000667,59000,2.02983794,2.47989923,2.77294080,75.77312469,74.80573273,156.22464064,0.95526043,0.89498576,50.81250000,0.22864832,314
60000,0.060016,0.250000,0.00000586,60000,2.04129327,2.49094422,2.76153763,75.44268036,74.54018402,155.56866308,0.95242178,0.89265900,51.57500000,0.22989832,319
61000,0.052507,0.250000,0.00000510,61000,2.03106960,2.48085708,2.74813282,75.52045441,72.69034576,157.51817333,0.95619372,0.90040655,49.97500000,0.22164832,324
62000,0.045007,0.250000,0.00000440,62000,2.03063725,2.48070692,2.75689280,75.39130402,73.97527313,152.27446256,0.96310887,0.90603175,44.25000000,0.19883014,330
63000,0.037507,0.250000,0.00000376,63000,2.01566016,2.46532624,2.76868461,75.02791595,74.95885468,151.96698545,0.95918623,0.89997555,47.11250000,0.21190762,336
64000,0.030007,0.250000,0.00000319,64000,2.04881359,2.49871406,2.77456034,75.48840332,75.61948395,151.95828287,0.96076652,0.89944766,46.72500000,0.21340762,341
65000,0.030000,0.250000,0.00000268,65000,2.02902695,2.47929073,2.72052145,75.65473938,73.15742493,143.82683618,0.95989603,0.90375918,44.90000000,0.21145308,347
66000,0.030000,0.250000,0.00000224,66000,2.03954840,2.48953988,2.73265402,75.39226532,75.14202881,149.50309657,0.95790552,0.89823423,48.97500000,0.22377126,352
67000,0.030000,0.250000,0.00000186,67000,2.03624120,2.48587795,2.74211060,75.70858765,74.68218994,149.52015912,0.95812817,0.90025571,48.97500000,0.22656738,358
68000,0.030000,0.250000,0.00000155,68000,2.03595163,2.48592986,2.75896336,75.76210785,74.75954437,143.93180671,0.96228027,0.90228270,46.35000000,0.21680764,364
69000,0.030000,0.250000,0.00000131,69000,2.04953132,2.49938399,2.75017200,75.65158844,75.16413116,141.30418053,0.96272281,0.88270707,41.20000000,0.19405764,369
70000,0.030000,0.250000,0.00000114,70000,2.03529258,2.48487883,2.77847495,75.38589478,75.36373138,142.52391697,0.96247974,0.88710263,39.83750000,0.18755764,374
71000,0.030000,0.250000,0.00000103,71000,2.02992200,2.47989768,2.71629550,75.31002808,75.19646454,153.39431828,0.95922125,0.87441668,40.80000000,0.18408026,379
72000,0.030000,0.250000,0.00000100,72000,2.03638105,2.48649975,2.76328222,75.51187897,75.68151093,160.93338924,0.95688794,0.86397141,40.68750000,0.17633026,384
